Datetime,City,Location,Latitude,Longitude,Direction,Type,Lanes_Blocked,Involved
2019-02-13 5:28 PM,Makati City,EDSA KALAYAAN,14.55778,121.038293,NB,ACCIDENT,1.0,CAR AND BUS
2019-02-13 7:14 PM,Quezon City,EDSA SM NORTH LOADING BAY,14.662621,121.0664,NB,ACCIDENT,2.0,BUS AND VAN
2019-02-13 8:39 PM,Makati City,EDSA GUADALUPE CLOVERLEAF,14.567603,121.045759,NB,ACCIDENT,1.0,BUS AND CAR
2019-02-14 12:16 AM,Quezon City,MINDANAO AVE QUIRINO,14.690471,121.027813,SB,ACCIDENT,1.0,CAR AND DUMP TRUCK
2019-02-14 6:09 AM,Quezon City,MINDANAO CONGRESSIONAL,14.667917999999998,121.033972,SB,ACCIDENT,1.0,PICK UP TRUCK AND CAR
2019-02-14 7:54 AM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,SB,ACCIDENT,1.0,SUV AND CAR
2019-02-14 8:46 AM,Quezon City,C5 LIBIS,14.603015,121.079256,SB,ACCIDENT,1.0,PUJ AND MC
2019-02-14 8:54 AM,Quezon City,ORTIGAS ETON,14.592085,121.059836,WB,ACCIDENT,1.0,SUV AND L300
2019-02-14 11:00 AM,Pasig City,MARCOS HIGHWAY DELA PAZ,14.619422,121.095678,EB,ACCIDENT,1.0,SUV AND CAR
2019-02-14 11:47 AM,Quezon City,C5 GREENMEADOWS,14.601442,121.079351,NB,ACCIDENT,1.0,CLOSED VAN AND INNOVA
2019-02-14 1:02 PM,Quezon City,MINDANAO CONGRESSIONAL,14.667917999999998,121.033972,WB,ACCIDENT,1.0,MC
2019-02-14 1:35 PM,Quezon City,KATIPUNAN GATE 3 ATENEO,14.640529,121.074565,NB,ACCIDENT,1.0,2 TRUCKS
2019-02-14 2:14 PM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,NB,ACCIDENT,2.0,TAXI AND CAR
2019-02-14 2:45 PM,Makati City,EDSA BUENDIA AVE,14.554949,121.034967,SB,ACCIDENT,1.0,BUS AND MOTORCYCLE
2019-02-14 3:01 PM,San Juan,SM CENTERPOINT,14.605164000000002,121.018193,NB,ACCIDENT,1.0,AUV AND TRICYCLE
2019-02-14 4:23 PM,Quezon City,EDSA NIA ROAD,14.637251,121.042113,NB,ACCIDENT,1.0,MOTORCYCLE AND AUV
2019-02-14 4:44 PM,Makati City,C5 KALAYAAN,14.556079,121.062936,SB,ACCIDENT,2.0,AUV AND CAR
2019-02-14 5:21 PM,Makati City,EDSA BUENDIA,14.554949,121.034967,SB,ACCIDENT,1.0,BUS AND MOTORCYCLE
2019-02-14 5:28 PM,Makati City,EDSA BUENDIA,14.554949,121.034967,NB,ACCIDENT,1.0,CAR AND VAN
2019-02-14 5:45 PM,Makati City,EDSA BUENDIA,14.554949,121.034967,NB,ACCIDENT,1.0,BUS AND UV EXPRESS
2019-02-14 6:41 PM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,NB,ACCIDENT,1.0,BUS AND CAR
2019-02-14 8:19 PM,Mandaluyong,EDSA STARMALL,14.582431,121.054467,SB,ACCIDENT,2.0,AUV AND TAXI
2019-02-14 8:21 PM,Quezon City,EDSA MRT SANTOLAN,14.609768,121.055583,NB,ACCIDENT,1.0,2 CARS
2019-02-14 8:51 PM,Pasig City,C5 ORTIGAS FLYOVER,14.589706,121.079945,NB,ACCIDENT,2.0,CAR AND AUV
2019-02-14 10:03 PM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,NB,ACCIDENT,1.0,2 BUSES
2019-02-15 5:26 AM,Mandaluyong,EDSA ORTIGAS FLYOVER,14.586681,121.056314,SB,ACCIDENT,1.0,2 CARS
2019-02-15 5:33 AM,Quezon City,COMMONWEALTH LITEX,14.699664000000002,121.087118,WB,ACCIDENT,1.0,CAR AND ELF TRUCK
2019-02-15 6:01 AM,Quezon City,COMMONWEALTH DON FABIAN,14.703529,121.084651,WB,ACCIDENT,1.0,TAXI AND MC
2019-02-15 7:21 AM,Quezon City,EDSA QUEZON AVE TUNNEL,14.628351,121.013365,WB,ACCIDENT,1.0,AUV AND CAR
2019-02-15 7:30 AM,Makati City,C5 KALAYAAN,14.556079,121.062936,SB,ACCIDENT,1.0,MC AND CAR
2019-02-15 7:43 AM,Pasig City,C5 BAGONG ILOG FLYOVER,14.564141,121.069619,SB,ACCIDENT,1.0,2 CARS
2019-02-15 7:54 AM,Mandaluyong,EDSA QUEZON AVE FLYOVER,14.582431,121.054467,SB,ACCIDENT,1.0,VAN AND CAR
2019-02-15 7:56 AM,Quezon City,KATIPUNAN C.P GARCIA,14.648274,121.074353,SB,ACCIDENT,1.0,SUV AND CAR
2019-02-15 8:28 AM,Pasig City,C5 ORTIGAS FLYOVER,14.589706,121.079945,NB,ACCIDENT,1.0,2 CARS
2019-02-15 8:53 AM,Quezon City,EDSA MRT NORTH,14.662621,121.0664,SB,ACCIDENT,1.0,MC AND CAR
2019-02-15 9:36 AM,Manila,NAGTAHAN FLYOVER,14.601163,120.999218,NB,ACCIDENT,1.0,SUV AND AMBULANCE
2019-02-15 9:48 AM,Quezon City,ATENEO KATIPUNAN,14.638481,121.07453999999998,SB,ACCIDENT,1.0,2 CARS
2019-02-15 9:54 AM,Pasig City,EC5 ORTIGAS,14.589706,121.079945,NB,ACCIDENT,1.0,CLOSED VAN AND CAR
2019-02-15 10:19 AM,Parañaque,MIA COASTAL,14.517417000000002,120.99331399999998,SB,MULTIPLE COLLISION,2.0,SUVMC AND PUJ
2019-02-15 12:37 PM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,NB,ACCIDENT,1.0,MC AND CAR
2019-02-15 12:38 PM,Quezon City,EDSA NEWYORK,14.625695,121.048294,SB,ACCIDENT,1.0,BUS AND CAR
2019-02-15 2:05 PM,Makati City,EDSA MAGALLANES,14.540271,121.016837,SB,ACCIDENT,1.0,BUS AND CAR
2019-02-15 2:32 PM,Quezon City,MINDANAO AVE SAUYO,14.68552,121.031821,NB,ACCIDENT,2.0,CAR AND TRUCK
2019-02-15 3:47 PM,Quezon City,MINDANAO AVE BJMP,14.669593,121.032783,SB,ACCIDENT,1.0,SUV AND UV EXPRESS
2019-02-15 4:55 PM,Quezon City,C5 ATENEO KATIPUNAN,14.638481,121.07453999999998,SB,ACCIDENT,2.0,SUV AND PUJ
2019-02-15 4:54 PM,Quezon City,EDSA SANTOLAN,14.609768,121.055583,NB,ACCIDENT,1.0,CAR AND AUV
2019-02-15 5:23 PM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,NB,ACCIDENT,1.0,2 AUV
2019-02-15 5:33 PM,Quezon City,QUEZON AVE FISHERMALL,14.633216,121.019723,WB,ACCIDENT,2.0,PUJ AND AUV
2019-02-15 6:11 PM,Mandaluyong,EDSA SM MEGAMALL,14.585214,121.05588600000002,NB,ACCIDENT,2.0,BUS AND CAR
2019-02-15 6:30 PM,Quezon City,COMMONWEALTH TANDANG SORA,14.66371,121.068008,WB,ACCIDENT,1.0,VAN AND MOTORCYCLE
2019-02-15 6:52 PM,Quezon City,QUEZON AVE HI-TOP,14.642921,121.035521,EB,ACCIDENT,1.0,CAR AND SUV
2019-02-15 6:56 PM,Pasig City,ORTIGAS AVE MERALCO,14.588796,121.063858,EB,MULTIPLE COLLISION,1.0,CAR SUV AND MOTORCYCLE
2019-02-15 7:13 PM,Mandaluyong,EDSA JULIA VARGAS,14.584559,121.055588,NB,ACCIDENT,1.0,BUS AND AUV
2019-02-15 7:45 PM,Quezon City,C5 ATENEO KATIPUNAN,14.638481,121.07453999999998,NB,ACCIDENT,2.0,2 CARS
2019-02-15 10:45 PM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,ACCIDENT,1.0,CAR AND TAXI
2019-02-15 11:17 PM,Quezon City,EDSA P TUAZON,14.616404,121.052548,NB,ACCIDENT,1.0,BUS AND CAR
2019-02-16 5:37 AM,Makati City,C5 SM AURA,14.546139000000002,121.055432,SB,ACCIDENT,1.0,TAXI AND TRUCK
2019-02-16 6:59 AM,Pasig City,C5 LANUZA,14.577625,121.073462,SB,ACCIDENT,1.0,TRUCK AND CAR
2019-02-16 7:50 AM,Pasig City,C5 LANUZA,14.577625,121.073462,SB,ACCIDENT,1.0,TANKER AND MC
2019-02-16 7:54 AM,Quezon City,COMMONWEALTH TANDANG SORA,14.66371,121.068008,WB,ACCIDENT,1.0,2 MC
2019-02-16 7:56 AM,Quezon City,EDSA G3 AGUINALDO,14.605745,121.057513,NB,ACCIDENT,1.0,BUS
2019-02-16 8:01 AM,Quezon City,C5 GREENMEADOWS,14.601442,121.079351,SB,ACCIDENT,1.0,PUJ AND CAR
2019-02-16 8:22 AM,Quezon City,QUEZON AVE CAPITOL,14.634745,121.022257,EB,ACCIDENT,1.0,PUJ AND CAR
2019-02-16 9:14 AM,Pasig City,C5 LANUZA,14.577625,121.073462,NB,ACCIDENT,1.0,2 ELF TRUCK
2019-02-16 10:22 AM,Quezon City,EDSA FARMERS,14.619717,121.050978,NB,ACCIDENT,1.0,TAXI AND UV
2019-02-16 10:33 AM,Quezon City,COMMONWEALTH LUZON,14.66533,121.070469,WB,ACCIDENT,1.0,CAR AND TRAILER TRUCK
2019-02-16 11:22 AM,Quezon City,ELLIPTICAL ROAD VISAYAS AVE.,14.654185,121.047569,SB,ACCIDENT,1.0,CAR AND DUMP TRUCK
2019-02-16 11:50 AM,Quezon City,EDSA AURORA TUNNEL,14.621564,121.050149,SB,ACCIDENT,1.0,INNOVA AND L300
2019-02-16 12:00 PM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,ACCIDENT,1.0,CAR AND TAXI
2019-02-16 12:20 PM,Makati City,C5 19TH AVE,14.554073,121.061517,NB,ACCIDENT,1.0,ELF TRUCK AND TRUCK
2019-02-16 2:35 PM,Quezon City,MINDANAO AVE SAUYO,14.68552,121.031821,NB,ACCIDENT,2.0,TRUCK AND CAR
2019-02-16 2:39 PM,Makati City,EDSA BUENDIA,14.554949,121.034967,SB,MULTIPLE COLLISION,3.0,BUSVAN AND 2 AUV
2019-02-16 2:48 PM,Makati City,C5 KALAYAAN,14.556079,121.062936,SB,ACCIDENT,2.0,TRUCK AND CAR
2019-02-16 2:49 PM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,NB,ACCIDENT,1.0,PICK UP AND CAR
2019-02-16 2:59 PM,Quezon City,MINDANAO SAUYO,14.68552,121.031821,SB,ACCIDENT,2.0,MIXER AND CAR
2019-02-16 3:29 PM,Mandaluyong,EDSA ORTIGAS FLYOVER,14.586681,121.056314,SB,ACCIDENT,1.0,AUV AND CAR
2019-02-16 3:38 PM,Quezon City,EDSA SM NORTH,14.662621,121.0664,NB,ACCIDENT,1.0,SUV AND BUS
2019-02-16 4:31 PM,Quezon City,A.BONIFACIO C3,14.643849,120.993688,SB,ACCIDENT,1.0,AUV AND TRUCK
2019-02-16 9:05 PM,Pasay City,ROXAS BLVD CCP,14.558914,120.987373,WB,ACCIDENT,1.0,SUV AND CLOSED VAN
2019-02-17 6:34 AM,Parañaque,ROXAS AIRPORT ROAD,14.517441,120.993209,SB,ACCIDENT,1.0,AUV AND MULTICAB
2019-02-17 6:41 AM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,SB,ACCIDENT,1.0,MC AND VAN
2019-02-17 6:50 AM,Parañaque,ROXAS AIRPORT ROAD,14.517441,120.993209,SB,ACCIDENT,1.0,CAR AND TAXI
2019-02-17 10:08 AM,Quezon City,KATIPUNAN LAVISTA,14.646346,121.074397,NB,ACCIDENT,1.0,CAR AND TRUCK
2019-02-17 11:43 AM,Quezon City,COMMONWEALTH TANDANG SORA,14.66371,121.068008,WB,ACCIDENT,1.0,AUV AND MC
2019-02-17 1:05 PM,Quezon City,COMMONWEALTH SHOP WISE,14.676778,121.082556,WB,ACCIDENT,1.0,PUJ AND CAR
2019-02-17 3:14 PM,Pasay City,EDSA TAFT,14.537499,121.000698,SB,ACCIDENT,1.0,VAN AND PUJ
2019-02-17 6:00 PM,Makati City,EDSA MAGALLANES,14.540271,121.016837,SB,ACCIDENT,1.0,AUV AND CAR
2019-02-17 5:57 PM,Pasig City,C5 LANUZA,14.577625,121.073462,NB,ACCIDENT,1.0,SUV AND MC
2019-02-17 6:19 PM,Quezon City,C5 KATIPUNAN ATENEO,14.638481,121.07453999999998,SB,ACCIDENT,1.0,SUV AND CAR
2019-02-17 8:26 PM,Quezon City,C5 GREENMEADOWS,14.601442,121.079351,SB,ACCIDENT,2.0,2 CARS
2019-02-17 8:17 PM,Mandaluyong,EDSA RELIANCE,14.576702,121.050365,SB,ACCIDENT,1.0,CAR AND MOTORCYCLE
2019-02-17 10:01 PM,Quezon City,COMMONWEALTH LUZON,14.66533,121.070469,WB,ACCIDENT,1.0,MC AND CAR
2019-02-17 10:51 PM,Quezon City,QUEZON AVE DELTA,14.637473000000002,121.026629,EB,MULTIPLE COLLISION,2.0,3 CARS
2019-02-18 4:41 AM,Quezon City,COMMONWEALTH LUZON,14.66533,121.070469,WB,MULTIPLE COLLISION,2.0,3 BUSES
2019-02-18 7:18 AM,Quezon City,EDSA NEW YORK,14.625695,121.048294,SB,ACCIDENT,1.0,MC AND CAR
2019-02-18 7:21 AM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,SB,ACCIDENT,1.0,SUV AND CAR
2019-02-18 7:33 AM,Quezon City,EDSA V.V SOLIVEN,14.604802,121.057831,SB,ACCIDENT,1.0,SUV AND CAR
2019-02-18 7:37 AM,Mandaluyong,EDSA RELIANCE,14.576702,121.050365,SB,ACCIDENT,1.0,2 CARS
2019-02-18 7:48 AM,Quezon City,EDSA SM ANNEX,14.655615,121.029875,NB,ACCIDENT,1.0,SUV AND BUS
2019-02-18 8:30 AM,Pasig City,C5 ORTIGAS FLYOVER,14.589706,121.079945,SB,ACCIDENT,1.0,2 SUV
2019-02-18 8:35 AM,Quezon City,EDSA P TUAZON,14.616404,121.052548,SB,ACCIDENT,1.0,CAR AND BUS
2019-02-18 9:20 AM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,SB,ACCIDENT,1.0,SUV AND BUS
2019-02-18 9:22 AM,Mandaluyong,EDSA BONI,14.574014000000002,121.04841,SB,ACCIDENT,1.0,CAR AND BUS
2019-02-18 9:42 AM,Mandaluyong,EDSA HIGHWAY 54,14.584119,121.055076,SB,ACCIDENT,1.0,CAR AND SUV
2019-02-18 10:29 AM,Pasig City,C5 BAGONG ILOG,14.564141,121.069619,NB,ACCIDENT,1.0,MC
2019-02-18 10:52 AM,Mandaluyong,EDSA STARMALL,14.582431,121.054467,SB,ACCIDENT,1.0,2 BUSES
2019-02-18 2:28 PM,Quezon City,QUEZON AVE AGHAM,14.646323,121.040861,EB,ACCIDENT,1.0,MOTORCYCLE AND AUV
2019-02-18 4:59 PM,Mandaluyong,EDSA PIONEER,14.572454,121.047299,NB,ACCIDENT,2.0,2 CAR
2019-02-18 5:32 PM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,ACCIDENT,1.0,VAN AND CAR
2019-02-18 6:19 PM,Quezon City,QUEZON AVE HI TOP,14.642672,121.035014,EB,ACCIDENT,1.0,AUV AND SUV
2019-02-18 6:19 PM,Quezon City,QUEZON AVE HI TOP,14.642672,121.035014,EB,ACCIDENT,1.0,AUV AND SUV
2019-02-18 7:37 PM,Pasig City,ORTIGAS MERALCO,14.588871,121.065865,EB,ACCIDENT,2.0,BUS AND SUV
2019-02-18 8:30 PM,Mandaluyong,EDSA SHAW,14.581153,121.053565,NB,ACCIDENT,1.0,BUS
2019-02-19 6:19 AM,Pasig City,C5 ORTIGAS,14.589706,121.079945,NB,ACCIDENT,1.0,BIKE AND UV EXPRESS
2019-02-19 6:43 AM,Pasig City,C5 J.VARGAS,14.582681,121.076837,NB,ACCIDENT,1.0,SUV AND CLOSED VAN
2019-02-19 7:16 AM,Quezon City,EDSA ORTIGAS ROBINSONS,14.592515,121.058225,NB,ACCIDENT,1.0,2 BUSES
2019-02-19 8:06 AM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,ACCIDENT,1.0,CAR AND L300
2019-02-19 8:06 AM,Pasig City,C5 ORTIGAS FLYOVER,14.589706,121.079945,SB,ACCIDENT,1.0,SUV AND AUV
2019-02-19 8:27 AM,Pasig City,C5 J VARGAS,14.582681,121.076837,SB,ACCIDENT,1.0,UV AND CAR
2019-02-19 8:56 AM,Quezon City,EDSA MRT ORTIGAS,14.593155,121.058494,NB,MULTIPLE COLLISION,2.0,2 AUV AND BUS
2019-02-19 9:00 AM,Mandaluyong,EDSA ORTIGAS MRT,14.586681,121.056314,NB,ACCIDENT,1.0,AUV AND BUS
2019-02-19 9:13 AM,Quezon City,QUEZON AVE DELTA,14.637473000000002,121.026629,WB,ACCIDENT,1.0,MC AND CLOSED VAN
2019-02-19 9:38 AM,Quezon City,EDSA GATE 3 AGUINALDO,14.605745,121.057513,NB,ACCIDENT,1.0,PUJ AND CAR
2019-02-19 10:16 AM,Quezon City,EDSA ERMIN GARCIA CUBAO,14.628035,121.047229,SB,ACCIDENT,1.0,2 BUSES
2019-02-19 10:17 AM,Pasig City,C5 TIENDESITAS,14.585738,121.078854,SB,ACCIDENT,1.0,SUV AND CLOSED VAN
2019-02-19 11:30 AM,Quezon City,EDSA P TUAZON,14.616404,121.052548,NB,ACCIDENT,1.0,2 BUSES
2019-02-19 11:34 AM,Mandaluyong,EDSA ORTIGAS FLYOVER,14.586681,121.056314,NB,ACCIDENT,1.0,MC AND TAXI
2019-02-19 12:03 PM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,NB,ACCIDENT,1.0,SUV AND TAXI
2019-02-19 12:29 PM,Quezon City,AURORA KATIPUNAN,14.631692,121.074217,SB,ACCIDENT,1.0,SUV AND CAR
2019-02-19 12:48 PM,Pasig City,C5 EAGLE ST,14.584182,121.077885,NB,ACCIDENT,1.0,CAR AND WING VAN
2019-02-19 1:05 PM,Makati City,C5 KALAYAAN,14.556079,121.062936,NB,ACCIDENT,1.0,MC AND CAR
2019-02-19 3:05 PM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,ACCIDENT,1.0,AUV AND CAR
2019-02-19 3:40 PM,Makati City,EDSA GUADALUPE LOYOLA,14.565302,121.045075,SB,MULTIPLE COLLISION,1.0,3 CARS
2019-02-19 4:04 PM,Quezon City,MINDANAO AVE CONGRESSIONAL,14.667917999999998,121.033972,NB,ACCIDENT,1.0,2 MOTORCYCLES
2019-02-19 4:13 PM,Quezon City,C5 GREENMEADOWS,14.601442,121.079351,NB,ACCIDENT,1.0,CAR AND MOTORCYCLE
2019-02-19 5:12 PM,Makati City,EDSA GUADALUPE BRIDGE,14.56849,121.045986,NB,ACCIDENT,1.0,VAN AND TAXI
2019-02-19 7:26 PM,Pasig City,MARCOS HIGHWAY TAYUG,14.61864,121.092133,EB,ACCIDENT,2.0,CAR AND AUV
2019-02-19 7:33 PM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,NB,ACCIDENT,1.0,AUV AND CAR
2019-02-19 7:58 PM,Quezon City,C5 GREENMEADOWS,14.601442,121.079351,NB,ACCIDENT,2.0,CAR AND PUJ
2019-02-19 7:58 PM,Quezon City,C5 GREENMEADOWS,14.601442,121.079351,NB,ACCIDENT,2.0,CAR AND PUJ
2019-02-19 8:02 PM,Mandaluyong,EDSA STARMALL,14.582431,121.054467,SB,ACCIDENT,1.0,SUV AND BUS
2019-02-19 8:04 PM,Makati City,C5 SM AURA,14.546139000000002,121.055432,NB,ACCIDENT,1.0,2 MOTORCYCLES
2019-02-19 8:08 PM,Quezon City,COMMONWEALTH LUZON,14.66533,121.070469,EB,ACCIDENT,1.0,PUJ AND MOTORCYCLE
2019-02-19 8:12 PM,Quezon City,NORTH AVE MINDANAO,14.654565,121.035178,EB,ACCIDENT,1.0,CAR AND TAXI
2019-02-19 8:14 PM,Makati City,EDSA AYALA,14.550028,121.029058,NB,ACCIDENT,2.0,2 CARS
2019-02-19 8:24 PM,Mandaluyong,EDSA RELIANCE,14.576702,121.050365,NB,ACCIDENT,2.0,VAN AND AUV
2019-02-19 8:25 PM,Makati City,EDSA BUENDIA,14.554949,121.034967,NB,ACCIDENT,1.0,2-CARS
2019-02-19 8:51 PM,Quezon City,EDSA MRT ORTIGAS,14.593155,121.058494,SB,ACCIDENT,1.0,2 MOTORCYCLES
2019-02-19 10:35 PM,Quezon City,COMMONWEALTH PHILCOA,14.653542000000002,121.052687,EB,ACCIDENT,1.0,CAR AND VAN
2019-02-19 10:42 PM,Quezon City,COMMONWEALTH ST PETER,14.663201,121.067292,EB,ACCIDENT,1.0,MC AND UV EXPRESS
2019-02-20 12:31 AM,Makati City,C5 MARKET MARKET,14.549718,121.05755,SB,ACCIDENT,1.0,MC AND PEDESTRIAN
2019-02-20 3:18 AM,Mandaluyong,EDSA BONI,14.574014000000002,121.04841,SB,ACCIDENT,1.0,SUV AND BUS
2019-02-20 5:04 AM,Makati City,ROCKWELL EDSA,14.559818,121.040737,SB,ACCIDENT,1.0,TAXI AND AUV
2019-02-20 8:19 AM,Quezon City,QUEZON AVE AGHAM,14.646323,121.040861,WB,ACCIDENT,1.0,AUV AND MC
2019-02-20 8:30 AM,Makati City,C5 MCKINLEY,14.54081,121.055331,NB,ACCIDENT,1.0,AUV AND CAR
2019-02-20 8:35 AM,Mandaluyong,EDSA RELIANCE,14.576702,121.050365,SB,ACCIDENT,1.0,BUS AND CAR
2019-02-20 8:39 AM,Quezon City,MINDANAO CONGRESSIONAL,14.667917999999998,121.033972,WB,ACCIDENT,1.0,2 CARS
2019-02-20 8:57 AM,Quezon City,KATIPUNAN ATENEO,14.638481,121.07453999999998,NB,ACCIDENT,1.0,2 SUV
2019-02-20 9:02 AM,Quezon City,EDSA P TUAZON,14.616404,121.052548,SB,ACCIDENT,1.0,BUS AND TAXI
2019-02-20 9:22 AM,Quezon City,KATIPUNAN MIRIAM,14.644291,121.074626,NB,ACCIDENT,1.0,SUV AND TAXI
2019-02-20 10:08 AM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,EB,ACCIDENT,1.0,ARMORED VAN AND CAR
2019-02-20 11:26 AM,Quezon City,EDSA TIMOG,14.63291,121.044944,NB,ACCIDENT,1.0,CAR AND PUJ
2019-02-20 11:31 AM,Pasig City,C5 LANUZA,14.577625,121.073462,WB,ACCIDENT,1.0,MC AND SUV
2019-02-20 11:49 AM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,NB,ACCIDENT,1.0,MC AND CAR
2019-02-20 12:00 PM,Makati City,C5 KALAYAAN,14.556079,121.062936,NB,ACCIDENT,1.0,SUV AND TRUCK
2019-02-20 12:08 PM,Mandaluyong,EDSA SHAW,14.581153,121.053565,NB,ACCIDENT,1.0,2 CARS
2019-02-20 12:10 PM,Quezon City,MINDANAO ROAD 20,14.671786,121.032319,SB,ACCIDENT,1.0,TRUCK AND CAR
2019-02-20 12:33 PM,Pasig City,C5 ORTIGAS,14.589706,121.079945,SB,ACCIDENT,1.0,PICK UP TRUCK AND SUV
2019-02-20 3:13 PM,Quezon City,EDSA SM ANNEX,14.655615,121.029875,NB,ACCIDENT,1.0,BUS AND CAR
2019-02-20 3:21 PM,Mandaluyong,EDSA ORTIGAS MRT,14.586681,121.056314,NB,ACCIDENT,1.0,2 CARS
2019-02-20 3:28 PM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,ACCIDENT,1.0,CAR AND BUS
2019-02-20 4:34 PM,Quezon City,EDSA GMA NETWORK DRIVE,14.63475,121.043655,SB,ACCIDENT,1.0,BUS AND TAXI
2019-02-20 4:42 PM,Quezon City,C5 LIBIS STATION 12,14.603015,121.079256,SB,ACCIDENT,1.0,AUV AND TAXI
2019-02-20 6:57 PM,Quezon City,EDSA KAMUNING FLYOVER,14.630779,121.04596399999998,SB,ACCIDENT,1.0,SUV AND MC
2019-02-20 6:42 PM,Quezon City,F.DELA ROSA KATIPUNAN,14.64056,121.07458,SB,ACCIDENT,1.0,2-SUV
2019-02-20 7:46 PM,Quezon City,COMMONWEALTH TANDANG SORA,14.66371,121.068008,EB,ACCIDENT,1.0,MOTORCYCLE AND SUV
2019-02-20 8:17 PM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,ACCIDENT,1.0,2 BUSES
2019-02-20 10:07 PM,Quezon City,COMMONWEALTH TANDANG SORA,14.66371,121.068008,EB,ACCIDENT,1.0,MC
2019-02-21 2:02 AM,Quezon City,C5 EASTWOOD,14.60728,121.078528,SB,ACCIDENT,1.0,CLOSED VAN AND TRAILER TRUCK
2019-02-21 5:15 AM,Makati City,EDSA GUADALUPE,14.566348,121.045356,SB,ACCIDENT,1.0,2 BUSES
2019-02-21 6:50 AM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,SB,ACCIDENT,1.0,BUS AND TAXI
2019-02-21 7:28 AM,Quezon City,COMMONWEALTH SANDIGAN,14.686982999999998,121.087042,WB,ACCIDENT,1.0,MC AND CAR
2019-02-21 7:40 AM,Pasig City,C5 LANUZA,14.577625,121.073462,NB,ACCIDENT,1.0,MC AND PICK-UP
2019-02-21 7:42 AM,Mandaluyong,EDSA ORTIGAS FLYOVER,14.586681,121.056314,NB,MULTIPLE COLLISION,2.0,AUVSUVCAR AND MC
2019-02-21 8:00 AM,Quezon City,EDSA AURORA TUNNEL,14.621564,121.050149,SB,MULTIPLE COLLISION,2.0,2 SUVTAXI AND BUS
2019-02-21 8:03 AM,Quezon City,KATIPUNAN WHITEPLAINS,14.60724,121.07042,SB,ACCIDENT,1.0,MC AND CAR
2019-02-21 8:12 AM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,SB,ACCIDENT,1.0,TAXI AND BUS
2019-02-21 8:59 AM,Mandaluyong,EDSA SHAW,14.581153,121.053565,SB,ACCIDENT,1.0,CAR AND SUV
2019-02-21 9:54 AM,Quezon City,C5 B SERRANO AVE 20TH AVE,14.613607,121.066328,NB,ACCIDENT,1.0,MC AND SUV
2019-02-21 9:58 AM,Quezon City,EDSA P TUAZON BLVD,14.616404,121.052548,NB,ACCIDENT,1.0,2 BUSES
2019-02-21 11:24 AM,Makati City,EDSA GUADALUPE MRT,14.566651,121.045458,NB,ACCIDENT,1.0,CLOSED VAN AND CAR
2019-02-21 11:40 AM,Quezon City,EDSA CONNECTICUT,14.6017,121.059252,SB,MULTIPLE COLLISION,1.0,2 CARS AND 2 SUV
2019-02-21 3:06 PM,Makati City,EDSA KALAYAAN,14.55778,121.038293,NB,ACCIDENT,1.0,CAR AND PICK UP
2019-02-21 3:29 PM,Mandaluyong,EDSA CENTRAL,14.579778,121.052512,NB,MULTIPLE COLLISION,2.0,MOTORCYCLE BUS AND CAR
2019-02-21 9:27 PM,Mandaluyong,EDSA STARMALL,14.582431,121.054467,SB,ACCIDENT,2.0,2 BUSES
2019-02-22 7:16 AM,Makati City,C5 MCKINLEY,14.54081,121.055331,SB,ACCIDENT,1.0,MC AND CAR
2019-02-22 9:18 AM,Quezon City,C5 KATIPUNAN AVE,14.630056,121.074079,SB,ACCIDENT,1.0,ELF TRUCK AND SUV
2019-02-22 9:37 AM,Mandaluyong,ORTIGAS AVE LA SALLE,14.595455,121.055378,EB,ACCIDENT,1.0,VAN AND CAR
2019-02-22 9:45 AM,Pasig City,MARCOS HIGHWAY FELIX AVE,14.620737,121.101832,EB,ACCIDENT,1.0,PUJ AND CAR
2019-02-22 9:47 AM,Mandaluyong,EDSA SHAW BLVD,14.581153,121.053565,NB,ACCIDENT,1.0,BUS AND CAR
2019-02-22 9:48 AM,Quezon City,EDSA P TUAZON BLVD,14.616404,121.052548,SB,ACCIDENT,1.0,SUV AND BUS
